user_id,age,income,category,signup_date,is_active,score
127,25,42248.23,C,2020-01-06 06:00:00,True,98.64639454392099
128,29,24905.95,A,2020-01-06 07:00:00,True,84.61874375924165
129,35,35169.37,A,2020-01-06 08:00:00,True,47.27826396128725
130,29,42803.76,A,2020-01-06 09:00:00,True,48.40494496203028
131,19,42645.57,A,2020-01-06 10:00:00,False,64.93372271003045
132,35,44844.69,B,2020-01-06 11:00:00,True,75.54758914877057
133,24,81377.62,A,2020-01-06 12:00:00,False,25.42956413845975
134,39,45559.17,C,2020-01-06 13:00:00,True,23.204368019679702
135,25,32142.09,A,2020-01-06 14:00:00,False,40.66947791668428
136,50,58808.61,A,2020-01-06 15:00:00,True,58.74106374760797
137,27,65823.7,A,2020-01-06 16:00:00,True,57.453103857613954
138,31,19657.14,A,2020-01-06 17:00:00,True,66.04657182475775
139,43,48957.12,A,2020-01-06 18:00:00,False,32.00453707452038
140,22,51564.38,B,2020-01-06 19:00:00,True,15.257842055466853
141,37,31295.14,B,2020-01-06 20:00:00,True,62.87021292953218
142,48,72247.53,B,2020-01-06 21:00:00,True,37.57705590552148
143,18,33690.53,B,2020-01-06 22:00:00,False,19.722682034170433
144,36,38668.8,B,2020-01-06 23:00:00,True,52.175956189390725
145,37,33305.04,A,2020-01-07 00:00:00,False,61.897635323280156
146,42,36599.49,B,2020-01-07 01:00:00,True,48.16914301818084
147,22,20991.28,D,2020-01-07 02:00:00,True,43.13227420726266
148,21,17676.2,B,2020-01-07 03:00:00,True,47.6095665178114
149,40,80599.89,B,2020-01-07 04:00:00,False,44.44125856398826
150,37,23778.08,A,2020-01-07 05:00:00,True,29.779293320897494
151,37,22121.47,C,2020-01-07 06:00:00,False,39.279789845143526
152,38,12373.41,C,2020-01-07 07:00:00,True,57.81919857520722
153,28,26384.16,B,2020-01-07 08:00:00,True,54.8251781206475
154,37,18740.74,D,2020-01-07 09:00:00,True,52.520897089502306
155,37,82537.46,A,2020-01-07 10:00:00,True,35.07277277219931
156,27,60168.76,A,2020-01-07 11:00:00,False,47.27745256796499
157,53,25743.18,C,2020-01-07 12:00:00,False,17.34402430335718
158,39,111995.94,C,2020-01-07 13:00:00,False,52.67714995828084
159,23,59330.73,A,2020-01-07 14:00:00,False,71.4328656172035
160,41,30871.36,A,2020-01-07 15:00:00,True,27.888018019368413
161,25,10407.66,A,2020-01-07 16:00:00,True,41.21108490023367
162,42,114173.13,A,2020-01-07 17:00:00,False,54.93660168065195
163,46,18128.01,C,2020-01-07 18:00:00,True,68.79263951641225
164,26,15951.38,B,2020-01-07 19:00:00,False,43.276630755497756
165,44,60553.66,A,2020-01-07 20:00:00,False,39.616245061011554
166,39,122992.2,A,2020-01-07 21:00:00,True,20.466152863758754
167,43,72557.63,A,2020-01-07 22:00:00,False,51.551571939621596
168,53,48144.13,A,2020-01-07 23:00:00,True,80.63114060215617
169,32,48892.4,B,2020-01-08 00:00:00,True,54.16037692947014
170,27,55642.79,D,2020-01-08 01:00:00,True,49.6658153122443
171,26,53075.16,C,2020-01-08 02:00:00,True,54.83123466150478
172,26,41797.66,A,2020-01-08 03:00:00,True,49.833619940770966
173,34,38257.72,C,2020-01-08 04:00:00,True,37.80478441609805
174,38,35196.55,C,2020-01-08 05:00:00,False,62.34919873516558
175,37,24909.83,C,2020-01-08 06:00:00,False,53.38642284667632
176,43,31560.53,B,2020-01-08 07:00:00,True,50.26419877900486
177,35,15576.55,A,2020-01-08 08:00:00,True,35.369509590826254
178,49,34573.06,A,2020-01-08 09:00:00,False,69.55261897902139
179,32,22152.47,A,2020-01-08 10:00:00,True,59.97054117999665
180,62,20914.65,A,2020-01-08 11:00:00,True,41.70618743949047
181,41,39733.39,A,2020-01-08 12:00:00,True,65.02737280522906
182,26,72838.59,B,2020-01-08 13:00:00,True,42.536437424221894
183,24,57478.04,C,2020-01-08 14:00:00,True,38.26994761233445
184,39,16560.07,B,2020-01-08 15:00:00,False,38.604453237795695
185,32,22140.99,A,2020-01-08 16:00:00,True,23.433971703678633
186,42,58127.0,D,2020-01-08 17:00:00,True,57.073135706273085
187,39,22220.18,D,2020-01-08 18:00:00,True,22.532826824924747
188,34,32457.39,C,2020-01-08 19:00:00,True,31.573342531013562
189,26,47811.72,D,2020-01-08 20:00:00,True,18.866179863822
190,19,22377.87,B,2020-01-08 21:00:00,False,48.7089546081366
191,30,38280.19,D,2020-01-08 22:00:00,False,47.74519309592192
192,43,18638.55,A,2020-01-08 23:00:00,True,45.09955680220454
193,37,26884.8,A,2020-01-09 00:00:00,False,34.36133457994136
194,22,42611.99,A,2020-01-09 01:00:00,False,32.416493698450395
195,36,16374.87,A,2020-01-09 02:00:00,False,56.96554795319861
196,38,45262.65,A,2020-01-09 03:00:00,True,41.74172102437268
197,26,35960.67,B,2020-01-09 04:00:00,True,54.74537482304217
198,36,47870.03,C,2020-01-09 05:00:00,True,36.72126970813666
199,35,40617.61,B,2020-01-09 06:00:00,True,52.71594114156623
200,23,71830.91,A,2020-01-09 07:00:00,True,69.54917055974096
201,38,38661.99,C,2020-01-09 08:00:00,True,58.79248700589175
202,40,29298.66,B,2020-01-09 09:00:00,False,43.813792726752794
203,45,38605.45,A,2020-01-09 10:00:00,False,53.85798455533891
204,45,47650.53,B,2020-01-09 11:00:00,False,46.3900223820468
205,21,37213.62,A,2020-01-09 12:00:00,True,50.11820277042092
206,25,37060.09,A,2020-01-09 13:00:00,True,45.115834217772445
207,40,25565.63,D,2020-01-09 14:00:00,True,47.53497191171913
208,40,26070.24,A,2020-01-09 15:00:00,True,53.18140029611263
209,40,18010.27,B,2020-01-09 16:00:00,True,35.09961950627074
210,73,87097.93,C,2020-01-09 17:00:00,True,34.761817595150326
211,40,19498.02,C,2020-01-09 18:00:00,True,29.171861692531834
212,46,25682.05,A,2020-01-09 19:00:00,False,25.995933432444353
213,44,25356.65,A,2020-01-09 20:00:00,True,31.74075961669281
214,41,56809.69,A,2020-01-09 21:00:00,False,52.39193760206194
215,31,31336.07,B,2020-01-09 22:00:00,True,36.60818726762174
216,42,67769.74,B,2020-01-09 23:00:00,True,57.70421696346644
217,27,25932.56,A,2020-01-10 00:00:00,True,50.52070623128843
218,32,41751.77,D,2020-01-10 01:00:00,True,20.472436798429193
219,30,23916.56,B,2020-01-10 02:00:00,True,59.824633763325345
220,35,106146.4,A,2020-01-10 03:00:00,True,62.16197968387565
221,58,20054.34,B,2020-01-10 04:00:00,True,35.0920598774772
222,18,42400.28,B,2020-01-10 05:00:00,True,56.302873143424875
223,41,49855.72,A,2020-01-10 06:00:00,True,37.15252643886201
224,18,44662.95,A,2020-01-10 07:00:00,False,51.46505565122503
225,30,33102.24,C,2020-01-10 08:00:00,True,31.032523895675517
226,45,34033.13,B,2020-01-10 09:00:00,False,23.103403211981348
227,35,37119.8,B,2020-01-10 10:00:00,True,44.257742155805474
228,24,33742.01,B,2020-01-10 11:00:00,False,48.14406580587746
229,27,58802.49,A,2020-01-10 12:00:00,False,44.03480459578094
230,41,109673.33,A,2020-01-10 13:00:00,True,32.239541626661605
231,27,27481.11,B,2020-01-10 14:00:00,True,44.00151406803295
232,37,18308.09,A,2020-01-10 15:00:00,False,54.03942128871101
233,35,34747.36,A,2020-01-10 16:00:00,True,49.326604548161946
234,28,131907.3,C,2020-01-10 17:00:00,True,52.7375154589882
235,56,24298.33,D,2020-01-10 18:00:00,True,39.94827199318651
236,41,82417.94,C,2020-01-10 19:00:00,False,67.57576872074239
237,18,84023.38,C,2020-01-10 20:00:00,False,32.35739995167829
238,36,27534.8,A,2020-01-10 21:00:00,True,57.31340445630078
239,28,48266.43,D,2020-01-10 22:00:00,True,67.72836639439942
240,43,81977.35,A,2020-01-10 23:00:00,True,57.21362139123343
241,27,30044.54,D,2020-01-11 00:00:00,True,46.96213659402755
242,33,32800.85,D,2020-01-11 01:00:00,False,42.07554430005531
243,40,27150.74,C,2020-01-11 02:00:00,True,65.54131476569384
244,43,21864.54,D,2020-01-11 03:00:00,True,28.655376121074905
245,22,26248.42,B,2020-01-11 04:00:00,True,35.44813609430535
246,31,19693.22,A,2020-01-11 05:00:00,False,44.03663351762418
247,30,36939.69,B,2020-01-11 06:00:00,True,68.56480636267997
248,28,24711.24,B,2020-01-11 07:00:00,True,55.69651454061344
249,52,40818.59,A,2020-01-11 08:00:00,True,35.47931362234632
250,39,16681.44,B,2020-01-11 09:00:00,True,45.34538441922645
251,22,42849.11,D,2020-01-11 10:00:00,True,40.78515283855558
252,44,55092.26,A,2020-01-11 11:00:00,True,39.353165116496974
253,56,13401.64,C,2020-01-11 12:00:00,True,64.68334337835168
254,45,43784.2,D,2020-01-11 13:00:00,False,29.423853061047417
255,19,67092.97,D,2020-01-11 14:00:00,False,74.1317128360156
256,30,19834.53,D,2020-01-11 15:00:00,False,62.42344535276934
257,47,83808.21,B,2020-01-11 16:00:00,True,66.36292505905547
258,27,44779.67,D,2020-01-11 17:00:00,False,43.05590731962113
259,39,25527.05,C,2020-01-11 18:00:00,True,47.75088921381336
260,42,35316.85,A,2020-01-11 19:00:00,True,28.50272278212932
261,25,48009.95,B,2020-01-11 20:00:00,True,42.130063893997956
262,34,37722.15,C,2020-01-11 21:00:00,True,57.40482271464727
263,18,47542.44,A,2020-01-11 22:00:00,True,69.44094592672094
264,24,22917.66,B,2020-01-11 23:00:00,True,33.392647747963224
265,32,39524.67,B,2020-01-12 00:00:00,True,44.517410945221016
266,22,17910.51,A,2020-01-12 01:00:00,True,47.73051169651217
267,51,34351.02,B,2020-01-12 02:00:00,True,29.063161967112723
268,20,23110.59,C,2020-01-12 03:00:00,True,58.87023862637601
269,30,25140.49,B,2020-01-12 04:00:00,True,39.14014502386087
270,36,67376.16,A,2020-01-12 05:00:00,False,47.06914473234464
271,49,62671.06,A,2020-01-12 06:00:00,False,43.22075942132184
272,20,49245.29,A,2020-01-12 07:00:00,True,38.159922414204885
273,46,21032.91,D,2020-01-12 08:00:00,True,49.89432521779168
274,35,31001.65,A,2020-01-12 09:00:00,True,46.76585632147967
275,25,66605.93,B,2020-01-12 10:00:00,False,44.42213176582002
276,39,38982.12,A,2020-01-12 11:00:00,True,39.07307567479486
277,36,115805.2,A,2020-01-12 12:00:00,True,54.79287006174433
278,28,44207.91,C,2020-01-12 13:00:00,True,74.80425902738428
279,35,39975.6,C,2020-01-12 14:00:00,True,52.09830849258691
280,31,31114.89,A,2020-01-12 15:00:00,True,64.94177322366693
281,36,38823.09,B,2020-01-12 16:00:00,False,29.14667112269806
282,41,33649.89,A,2020-01-12 17:00:00,True,52.36642158940654
283,50,51743.51,B,2020-01-12 18:00:00,True,33.539475215434
284,22,58591.87,B,2020-01-12 19:00:00,False,27.846126087021478
285,56,24514.14,A,2020-01-12 20:00:00,False,38.909428888114455
286,18,18664.59,A,2020-01-12 21:00:00,True,67.87849001620359
287,33,14499.9,A,2020-01-12 22:00:00,True,64.25023743004468
288,40,46816.72,D,2020-01-12 23:00:00,True,53.645070830815996
289,37,20916.98,D,2020-01-13 00:00:00,False,27.00949160165104
290,28,12376.5,A,2020-01-13 01:00:00,True,47.05579022918095
291,32,44103.27,C,2020-01-13 02:00:00,False,54.52550013352603
292,30,126310.67,A,2020-01-13 03:00:00,True,52.63304344367897
293,29,36205.44,A,2020-01-13 04:00:00,True,22.343096247788814
294,43,55229.11,C,2020-01-13 05:00:00,True,36.64523227970192
295,38,37832.15,D,2020-01-13 06:00:00,True,49.03883353776925
296,28,34563.56,D,2020-01-13 07:00:00,True,58.04436364275785
297,43,57499.89,B,2020-01-13 08:00:00,True,17.058082683500807
298,38,31409.41,A,2020-01-13 09:00:00,True,47.56814036780212
299,43,41510.27,C,2020-01-13 10:00:00,False,52.14573154818429
300,41,42652.83,A,2020-01-13 11:00:00,True,62.744179827743196
301,26,26002.68,B,2020-01-13 12:00:00,False,60.39286376356155
302,29,59636.39,A,2020-01-13 13:00:00,True,58.738569782132075
303,42,33273.62,B,2020-01-13 14:00:00,True,38.000892399470985
304,41,24887.66,A,2020-01-13 15:00:00,True,21.379967943150387
305,34,47489.07,A,2020-01-13 16:00:00,True,44.10420864407899
306,36,23173.53,D,2020-01-13 17:00:00,False,65.0244773781284
307,47,36830.83,A,2020-01-13 18:00:00,True,70.90181791286648
308,29,36150.3,B,2020-01-13 19:00:00,True,60.65823653446678
309,40,62501.62,A,2020-01-13 20:00:00,True,56.44011234202601
310,32,46043.83,A,2020-01-13 21:00:00,True,55.694594725789486
311,32,35863.9,A,2020-01-13 22:00:00,True,41.658218798588294
312,45,54659.76,A,2020-01-13 23:00:00,False,48.0490955966957
313,43,72773.25,C,2020-01-14 00:00:00,False,75.03604288739497
314,43,47997.55,A,2020-01-14 01:00:00,True,35.86162991312186
315,48,36503.97,D,2020-01-14 02:00:00,True,74.22168186064778
316,35,18846.49,B,2020-01-14 03:00:00,True,45.16957768261912
317,41,21320.9,B,2020-01-14 04:00:00,True,69.88148163642617
318,31,31175.49,B,2020-01-14 05:00:00,True,28.897774857536927
319,38,26775.54,B,2020-01-14 06:00:00,True,58.78856301746974
320,33,33074.38,C,2020-01-14 07:00:00,True,38.94844796078567
321,35,37358.84,A,2020-01-14 08:00:00,True,28.770992121137187
322,40,47327.48,A,2020-01-14 09:00:00,True,53.27801063616418
323,26,35057.7,C,2020-01-14 10:00:00,True,65.14207682893954
324,55,46316.37,D,2020-01-14 11:00:00,True,37.325878421097556
325,24,37505.29,C,2020-01-14 12:00:00,True,27.51476059312398
326,22,13524.62,B,2020-01-14 13:00:00,False,48.62232853497567
327,46,22704.82,C,2020-01-14 14:00:00,True,48.68847006834228
328,42,33791.22,B,2020-01-14 15:00:00,True,58.22479441331748
329,41,19833.99,B,2020-01-14 16:00:00,True,64.24391857046733
330,41,49019.05,A,2020-01-14 17:00:00,False,49.10877228091259
331,34,78071.11,B,2020-01-14 18:00:00,True,77.83254972191395
332,26,66794.83,A,2020-01-14 19:00:00,True,53.36352116802938
333,35,32639.5,A,2020-01-14 20:00:00,True,44.803602409896506
334,28,76524.26,C,2020-01-14 21:00:00,False,25.826489613457582
335,44,39117.83,A,2020-01-14 22:00:00,False,46.06010719525749
336,33,30682.78,A,2020-01-14 23:00:00,True,44.95419581883296
337,26,26723.5,A,2020-01-15 00:00:00,False,64.40457194422206
338,31,31218.47,D,2020-01-15 01:00:00,False,56.937254361002815
339,39,29908.91,B,2020-01-15 02:00:00,False,32.30946317551074
340,29,39545.54,B,2020-01-15 03:00:00,True,52.58381579616556
341,26,39351.41,C,2020-01-15 04:00:00,True,60.0729675759358
342,37,36370.85,C,2020-01-15 05:00:00,True,72.92047039081748
343,37,45182.68,A,2020-01-15 06:00:00,False,63.31255951121089
344,29,65862.41,B,2020-01-15 07:00:00,True,61.412699814672166
345,30,58382.83,C,2020-01-15 08:00:00,True,50.90128991922745
346,37,17284.25,B,2020-01-15 09:00:00,True,55.824680081351744
347,20,10127.8,A,2020-01-15 10:00:00,False,68.74257351059238
348,20,57939.81,C,2020-01-15 11:00:00,False,30.008339037805253
349,27,18334.88,B,2020-01-15 12:00:00,True,44.75841009174566
350,32,32455.24,A,2020-01-15 13:00:00,False,38.41146876865639
351,38,20230.44,B,2020-01-15 14:00:00,True,55.68729678089186
352,49,14750.17,A,2020-01-15 15:00:00,False,68.45333263476181
353,43,47606.82,A,2020-01-15 16:00:00,True,41.045385699183896
354,33,53081.17,C,2020-01-15 17:00:00,True,14.145434487958433
355,34,27221.02,A,2020-01-15 18:00:00,False,43.81668882463295
356,24,9941.56,B,2020-01-15 19:00:00,True,63.702105980261095
357,34,27636.09,B,2020-01-15 20:00:00,False,58.064448544248194
358,32,44174.46,A,2020-01-15 21:00:00,True,56.42279371715864
359,38,17336.06,D,2020-01-15 22:00:00,True,45.8001004718828
360,26,39802.3,A,2020-01-15 23:00:00,True,30.814538956703206
361,40,36038.57,A,2020-01-16 00:00:00,True,57.72941482436701
362,50,48515.85,A,2020-01-16 01:00:00,True,37.485772849480625
363,33,38553.04,A,2020-01-16 02:00:00,True,82.76145100070684
364,39,22325.07,A,2020-01-16 03:00:00,True,58.55760812531774
365,41,66057.82,C,2020-01-16 04:00:00,True,41.29027546169073
366,30,33548.09,D,2020-01-16 05:00:00,False,40.829221289170576
367,37,35823.08,A,2020-01-16 06:00:00,False,48.60583690079618
368,35,22773.8,B,2020-01-16 07:00:00,True,46.407471169673755
369,35,29096.08,C,2020-01-16 08:00:00,False,66.75250663294932
370,27,23332.41,C,2020-01-16 09:00:00,True,52.7962425461607
371,35,33307.14,B,2020-01-16 10:00:00,True,39.02552391637208
372,39,85464.32,A,2020-01-16 11:00:00,False,78.35661027733674
373,49,18288.9,A,2020-01-16 12:00:00,False,50.73962497280334
374,44,16207.34,C,2020-01-16 13:00:00,True,61.532595139533456
375,56,75779.66,C,2020-01-16 14:00:00,False,40.87660238832861
376,27,32706.8,A,2020-01-16 15:00:00,True,55.44673441616785
377,43,25989.91,A,2020-01-16 16:00:00,False,54.666649867147925
378,36,61080.77,D,2020-01-16 17:00:00,True,21.655260618557705
379,56,26827.75,C,2020-01-16 18:00:00,True,80.2291266569096
380,26,90490.93,D,2020-01-16 19:00:00,True,69.35966691383821
381,26,50968.49,C,2020-01-16 20:00:00,True,44.04207025781019
382,29,28454.01,A,2020-01-16 21:00:00,True,33.465953893162165
383,18,106793.69,B,2020-01-16 22:00:00,False,55.21342420705328
384,29,26826.42,B,2020-01-16 23:00:00,True,51.300465491215945
385,27,52630.32,A,2020-01-17 00:00:00,True,55.33503422844844
386,36,42177.67,B,2020-01-17 01:00:00,True,52.87366094291134
387,38,69624.42,C,2020-01-17 02:00:00,True,57.593614839588895
388,53,79281.14,A,2020-01-17 03:00:00,True,71.7095854908771
389,44,36901.3,C,2020-01-17 04:00:00,True,58.52154807692969
390,29,24916.64,B,2020-01-17 05:00:00,True,34.25516751635088
391,26,45706.06,D,2020-01-17 06:00:00,True,70.43844279068678
392,39,25877.84,A,2020-01-17 07:00:00,True,74.60921845232431
393,21,99378.75,A,2020-01-17 08:00:00,False,97.28085101768127
394,53,38881.26,B,2020-01-17 09:00:00,False,33.14758950140603
395,46,30252.65,A,2020-01-17 10:00:00,True,53.64323019725413
396,30,39828.59,C,2020-01-17 11:00:00,True,18.76851945216519
397,18,18516.86,C,2020-01-17 12:00:00,True,58.29723734568814
398,48,22341.32,A,2020-01-17 13:00:00,True,41.776995527498414
399,33,66184.86,B,2020-01-17 14:00:00,True,78.8516869223743
400,47,26148.65,B,2020-01-17 15:00:00,True,38.38077544972127
401,19,21515.84,A,2020-01-17 16:00:00,True,24.662254430491075
402,29,47492.47,D,2020-01-17 17:00:00,True,42.9310438894622
403,35,65699.86,C,2020-01-17 18:00:00,True,20.36768343174294
404,35,52024.84,B,2020-01-17 19:00:00,False,61.26649181760965
405,30,59755.94,C,2020-01-17 20:00:00,False,19.02375430615519
406,41,24874.6,B,2020-01-17 21:00:00,True,50.42686371774738
407,24,17838.15,D,2020-01-17 22:00:00,True,18.83282270215705
408,33,76931.2,B,2020-01-17 23:00:00,False,45.19553293195037
409,36,30904.59,C,2020-01-18 00:00:00,False,74.65067233706802
410,40,32034.97,C,2020-01-18 01:00:00,True,55.409718371536925
